1 3262540
2 1910058
3 1498946
4 1215868
5 1103035
6 979343
7 893027
8 851435
9 740288
10 2449445
11 630706
12 624658
13 630802
14 596460
15 569580
16 551662
17 506505
18 517259
19 520589
20 483046
21 473107
22 521027
23 450775
24 507682
25 514744
26 461208
27 467870
28 466268
29 471566
30 461942
